time	V(n008)	-Id(M1)
1.937711085438802e-01	0.000000e+00	3.535767e-03
1.939730621757862e-01	0.000000e+00	3.535764e-03
1.941750158076923e-01	0.000000e+00	3.535764e-03
1.943769694395983e-01	0.000000e+00	3.535765e-03
1.946288441939980e-01	0.000000e+00	3.535806e-03
1.948807189483977e-01	0.000000e+00	3.535841e-03
1.951325937027974e-01	0.000000e+00	3.535868e-03
1.953844684571971e-01	0.000000e+00	3.535889e-03
1.956363432115967e-01	0.000000e+00	3.535903e-03
1.958882179659964e-01	0.000000e+00	3.535910e-03
1.961400927203961e-01	0.000000e+00	3.535910e-03
1.963783526232066e-01	0.000000e+00	3.535997e-03
1.964101206102480e-01	0.000000e+00	3.535879e-03
1.965213085648929e-01	0.000000e+00	3.535953e-03
1.966324965195378e-01	0.000000e+00	3.535802e-03
1.966960324936206e-01	0.000000e+00	3.535952e-03
1.968775638481429e-01	0.000000e+00	3.535952e-03
1.970590952026652e-01	0.000000e+00	3.535949e-03
1.972406265571875e-01	0.000000e+00	3.535945e-03
1.974221579117098e-01	0.000000e+00	3.535940e-03
1.976036892662321e-01	0.000000e+00	3.535933e-03
1.977852206207544e-01	0.000000e+00	3.535924e-03
1.979667519752767e-01	0.000000e+00	3.535914e-03
1.980144039558388e-01	0.000000e+00	3.535953e-03
1.980620559364009e-01	0.000000e+00	3.535980e-03
1.981097079169630e-01	0.000000e+00	3.535993e-03
1.981573598975251e-01	0.000000e+00	3.535992e-03
1.982050118780872e-01	0.000000e+00	3.535979e-03
1.982526638586493e-01	0.000000e+00	3.535953e-03
1.983003158392114e-01	0.000000e+00	3.535914e-03
1.984273877873770e-01	0.000000e+00	3.535945e-03
1.985544597355426e-01	0.000000e+00	3.535968e-03
1.986815316837082e-01	0.000000e+00	3.535983e-03
1.988086036318738e-01	0.000000e+00	3.535991e-03
1.989356755800394e-01	0.000000e+00	3.535991e-03
1.990627475282050e-01	0.000000e+00	3.535983e-03
1.991898194763706e-01	0.000000e+00	3.535967e-03
1.993055595511748e-01	0.000000e+00	3.535996e-03
1.994212996259790e-01	0.000000e+00	3.536021e-03
1.995370397007832e-01	0.000000e+00	3.536042e-03
1.996527797755874e-01	0.000000e+00	3.536058e-03
1.997685198503916e-01	0.000000e+00	3.536070e-03
1.998842599251958e-01	0.000000e+00	3.536078e-03
2.000000000000000e-01	0.000000e+00	3.536081e-03
2.000017941646383e-01	0.000000e+00	3.449295e-03
2.000053824939149e-01	0.000000e+00	3.281938e-03
2.000125591524681e-01	0.000000e+00	2.972633e-03
2.000240893457227e-01	0.000000e+00	2.544523e-03
2.000471497322317e-01	0.000000e+00	1.862704e-03
2.000737642099901e-01	0.000000e+00	1.276330e-03
2.000985255639779e-01	0.000000e+00	8.975156e-04
2.001274521992274e-01	0.000000e+00	5.963371e-04
2.001536278923049e-01	0.000000e+00	4.104771e-04
2.001807965279411e-01	0.000000e+00	2.807677e-04
2.002074651122086e-01	0.000000e+00	1.939695e-04
2.002337480646662e-01	0.000000e+00	1.355893e-04
2.002583774757347e-01	0.000000e+00	9.802153e-05
2.002843861196899e-01	0.000000e+00	7.064464e-05
2.003105971042879e-01	0.000000e+00	5.150899e-05
2.003365536878149e-01	0.000000e+00	3.874517e-05
2.003698137117294e-01	0.000000e+00	2.798376e-05
2.004017686466521e-01	0.000000e+00	2.151876e-05
2.004507577049089e-01	0.000000e+00	1.587506e-05
2.004979528073625e-01	0.000000e+00	1.308494e-05
2.005923430122699e-01	0.000000e+00	1.092638e-05
2.006785867045340e-01	0.000000e+00	1.031582e-05
2.008510740890619e-01	0.000000e+00	1.010984e-05
2.010743944834536e-01	0.000000e+00	1.004413e-05
2.015210352722370e-01	0.000000e+00	1.002765e-05
2.042008800049370e-01	0.000000e+00	9.932106e-06
2.064330228620799e-01	0.000000e+00	9.955618e-06
2.086651657192228e-01	0.000000e+00	9.971370e-06
2.108973085763656e-01	0.000000e+00	9.979361e-06
2.131294514335084e-01	0.000000e+00	9.979592e-06
2.153615942906513e-01	0.000000e+00	9.972062e-06
2.175937371477942e-01	0.000000e+00	9.956771e-06
2.198258800049370e-01	0.000000e+00	9.933720e-06
2.256852550049370e-01	0.000000e+00	9.961130e-06
2.295915050049370e-01	0.000000e+00	9.878952e-06
2.354508800049370e-01	0.000000e+00	9.988511e-06
2.393571300049370e-01	0.000000e+00	9.933729e-06
2.452165050049370e-01	0.000000e+00	9.988516e-06
2.491227550049370e-01	0.000000e+00	9.961124e-06
2.510758800049370e-01	0.000000e+00	9.906338e-06
